Date,Open,High,Low,Close,Volume,Turnover
2014-02-14,6.677,6.75,6.668,6.748,7085140.0,47636588.862
2014-02-17,6.766,6.815,6.729,6.768,5387702.0,36475250.08
2014-02-18,6.797,6.838,6.778,6.819,7024883.0,47853885.21
2014-02-19,6.8,6.827,6.726,6.764,5123968.0,34646566.59
2014-02-20,6.695,6.7,6.225,6.358,26416051.0,168247733.949
2014-02-21,6.4,6.629,6.4,6.585,15193615.0,99517711.79
2014-02-24,6.569,6.583,6.527,6.568,5407109.0,35466525.931
2014-02-25,6.569,6.588,6.509,6.571,5156528.0,33815564.94
2014-02-26,6.583,6.617,6.513,6.549,4678199.0,30682818.05
2014-02-27,6.55,6.573,6.413,6.501,5716497.0,37005192.841
2014-02-28,6.499,6.57,6.497,6.529,5077140.0,33161355.67
2014-03-05,6.474,6.564,6.424,6.549,10062247.0,65658494.396
2014-03-06,6.562,6.587,6.501,6.528,4747901.0,31065197.382
2014-03-07,6.531,6.531,6.336,6.357,8444765.0,54269308.37
2014-03-10,6.355,6.448,6.316,6.333,5251403.0,33421264.59
2014-03-11,6.362,6.402,6.304,6.371,6066138.0,38571656.67
2014-03-12,6.339,6.406,6.238,6.391,6850884.0,43387586.358
2014-03-13,6.423,6.471,6.373,6.38,8395243.0,53856726.532
2014-03-14,6.348,6.39,6.278,6.295,9376967.0,59366361.67
2014-03-17,6.316,6.38,6.284,6.347,5384513.0,34142251.39
2014-03-18,6.343,6.396,6.261,6.376,6606262.0,41883803.73
2014-03-19,6.39,6.39,6.25,6.276,7834088.0,49449871.116
2014-03-20,6.282,6.541,6.268,6.541,15296017.0,99171828.323
2014-03-21,6.567,6.608,6.468,6.487,13842290.0,90197687.48
2014-03-24,6.524,6.565,6.397,6.411,5501584.0,35487893.51
2014-03-25,6.436,6.52,6.386,6.5,5755779.0,37219550.81
2014-03-26,6.542,6.619,6.527,6.577,7012889.0,46149938.763
2014-03-27,6.552,6.65,6.51,6.619,6288756.0,41522632.81
2014-03-28,6.649,6.677,6.551,6.592,6986454.0,46066830.74
2014-03-31,6.617,6.675,6.584,6.663,7588417.0,50437676.359
2014-04-01,6.72,6.769,6.72,6.751,6067004.0,40927062.8
2014-04-02,6.777,6.823,6.746,6.768,4366210.0,29627913.61
2014-04-03,6.789,6.803,6.695,6.746,5269473.0,35579544.8
2014-04-04,6.767,6.81,6.75,6.751,4514792.0,30571493.75
2014-04-07,6.701,6.731,6.616,6.64,4720683.0,31439111.96
2014-04-08,6.638,6.647,6.502,6.574,7022081.0,46066246.79
2014-04-09,6.606,6.623,6.55,6.561,5297455.0,34824218.12
2014-04-10,6.6,6.615,6.505,6.517,4819833.0,31567144.92
2014-04-11,6.452,6.459,6.308,6.356,8258198.0,52638701.6
2014-04-14,6.339,6.34,6.203,6.311,5881432.0,36915777.936
2014-04-15,6.328,6.329,6.156,6.169,6828996.0,42497942.2
2014-04-16,6.24,6.279,6.22,6.269,4616420.0,28887099.47
2014-04-17,6.319,6.375,6.286,6.358,5752388.0,36468115.31
