Date,Open,High,Low,Close,Adj Close,Volume
1998-07-20,4.89141,4.89877,4.75879,4.81036,2.51755,8655911.0
1998-07-21,4.78089,4.79563,4.58936,4.73669,2.4789939999999997,8994828.0
1998-07-22,4.74406,4.82509,4.63356,4.68513,2.452009,10702320.0
1998-07-23,4.41257,4.43467,4.1031699999999995,4.1621,2.178276,46356209.0
1998-07-24,4.0589699999999995,4.34626,3.9926699999999995,4.00741,2.097318,21242524.0
1998-07-27,4.0368699999999995,4.06634,3.9411,3.9779400000000003,2.0818939999999997,9304972.0
1998-07-28,4.06634,4.14,4.02951,4.11054,2.1512919999999998,7594553.0
1998-07-29,4.1179,4.28734,4.1031699999999995,4.221030000000001,2.209118,6983937.0
1998-07-30,4.23577,4.39783,4.221030000000001,4.37573,2.290082,7578722.0
1998-07-31,4.4052,4.45677,4.198930000000001,4.30944,2.255388,13853861.0
1998-08-03,4.2284,4.2505,4.02951,4.08844,2.139726,6634456.0
1998-08-04,4.1179,4.1179,4.1179,4.1179,2.155144,3193358.0
1998-08-05,4.00741,4.08844,3.9779400000000003,4.06634,2.12816,7174102.0
1998-08-06,4.04424,4.0589699999999995,3.9558400000000002,4.05161,2.12045,4619154.0
1998-08-07,4.19157,4.37573,4.15474,4.34626,2.274658,12257907.0
1998-08-10,4.37573,4.38312,4.243130000000001,4.30207,2.251531,5800613.0
1998-08-11,4.1842,4.21367,3.9853099999999997,3.9853099999999997,2.085752,10979243.0
1998-08-12,4.05161,4.13264,4.00004,4.08844,2.139726,9507859.0
1998-08-13,4.08844,4.1031699999999995,3.9926699999999995,4.05161,2.12045,4390027.0
1998-08-14,4.02214,4.05161,3.9779400000000003,4.0147699999999995,2.10117,4884613.0
1998-08-17,3.9632,3.9926699999999995,3.94847,3.9779400000000003,2.0818939999999997,3292368.0
1998-08-18,4.05161,4.14737,4.00741,4.1252699999999995,2.159001,5523738.0
1998-08-19,4.198930000000001,4.2063,4.0368699999999995,4.05161,2.12045,7756785.0
1998-08-20,4.00004,4.00741,3.78641,3.7937800000000004,1.985512,9839606.0
1998-08-21,3.72011,3.7495800000000004,3.5727800000000003,3.6390800000000003,1.9045490000000003,13119352.0
1998-08-24,3.64645,3.67591,3.43281,3.55804,1.862136,11681676.0
1998-08-25,3.5727800000000003,3.7495800000000004,3.55804,3.74221,1.958523,6163979.0
1998-08-26,3.68327,3.68327,3.3886199999999995,3.4622800000000002,1.8120189999999998,9164018.0
1998-08-27,3.47701,3.51385,3.35178,3.3886199999999995,1.773468,7835257.0
1998-08-28,3.2412900000000002,3.35178,3.18972,3.2412900000000002,1.696361,11991771.0
1998-08-31,3.29285,3.31495,2.83613,2.90979,1.522868,16810656.0
1998-09-01,2.5930299999999997,2.87296,2.5930299999999997,2.73299,1.430337,12471019.0
1998-09-02,3.0129200000000003,3.02029,2.90242,2.9466200000000002,1.542143,11935782.0
1998-09-03,2.86559,2.86559,2.62249,2.71826,1.422628,7526818.0
1998-09-04,2.71826,2.93925,2.71826,2.76246,1.445761,9969551.0
1998-09-07,2.90979,3.02029,2.79929,2.98346,1.561423,7628823.0
1998-09-08,2.9908200000000003,3.10132,2.9908200000000003,3.0129200000000003,1.576841,5068391.0
1998-09-09,3.0571200000000003,3.0792200000000003,2.80666,2.81402,1.472745,6188170.0
1998-09-10,2.71089,2.74036,2.3794,2.6004,1.360945,17031813.0
1998-09-11,2.5783,2.78456,2.53409,2.65932,1.391782,10777010.0
1998-09-14,2.7256299999999998,2.73299,2.55619,2.5930299999999997,1.3570879999999998,5355428.0
1998-09-15,2.5930299999999997,2.62987,2.4015,2.5783,1.349379,8258535.0
1998-09-16,2.5930299999999997,2.60776,2.43096,2.46043,1.28769,6429703.0
1998-09-17,2.4015,2.40886,2.21733,2.2689,1.187451,8227779.0
1998-09-18,2.26153,2.3352,2.21733,2.26153,1.183594,8604161.0
1998-09-21,2.2026,2.20997,1.9374099999999999,2.0258,1.060223,9650205.0
1998-09-22,2.15103,2.28363,2.0921,2.26153,1.183594,8189494.0
1998-09-23,2.3646599999999998,2.4899,2.3646599999999998,2.43096,1.272267,7376280.0
1998-09-24,2.5783,2.5783,2.37203,2.4236,1.268415,8112827.0
1998-09-25,2.2468,2.2983700000000002,2.2026,2.26153,1.183594,8261862.0
1998-09-28,2.3131,2.3352,2.2247,2.3352,1.22215,3962541.0
1998-09-29,2.30573,2.47516,2.30573,2.4457,1.279981,6656077.0
1998-09-30,2.4015,2.41623,2.2247,2.2320599999999997,1.1681709999999998,6614091.0
1998-10-01,2.17313,2.2026,2.03317,2.05527,1.0756459999999999,9500732.0
1998-10-02,2.09947,2.1805,2.01844,2.08474,1.091069,12549515.0
1998-10-05,2.04054,2.08474,1.9889700000000001,2.06264,1.079503,8237154.0
1998-10-06,2.03317,2.04054,1.9521400000000002,2.01844,1.056371,7905857.0
1998-10-07,2.03317,2.0921,1.849,1.9521400000000002,1.021672,8632484.0
1998-10-08,1.87847,1.90057,1.7164099999999998,1.76797,0.925285,7002676.0
1998-10-09,1.79007,1.8195400000000002,1.6206399999999999,1.76797,0.925285,14295896.0
1998-10-12,1.8637400000000002,1.90057,1.8048099999999998,1.8932,0.990825,7664964.0
1998-10-13,1.9889700000000001,2.07737,1.9521400000000002,2.0479,1.0717889999999999,13102209.0
1998-10-14,2.04054,2.20997,2.04054,2.19524,1.148901,5630164.0
1998-10-15,2.3573,2.39413,2.291,2.3352,1.22215,21125120.0
1998-10-16,2.60776,2.60776,2.26153,2.53409,1.326241,25669301.0
1998-10-19,2.5709299999999997,2.5783,2.43096,2.49726,1.306966,11273174.0
1998-10-20,2.51199,2.68879,2.4457,2.6814299999999998,1.403353,11408394.0
1998-10-21,2.74036,2.90242,2.7256299999999998,2.77719,1.45347,12218163.0
1998-10-22,2.88032,3.0129200000000003,2.84349,2.91715,1.5267190000000002,10365208.0
1998-10-23,3.0129200000000003,3.32968,2.98346,3.30021,1.727198,15681682.0
1998-10-26,3.27075,3.27812,2.62249,2.9687200000000002,1.553709,29531915.0
1998-10-27,2.93925,3.2633799999999997,2.88769,3.18972,1.669371,22053439.0
1998-10-28,3.00555,3.17498,2.99819,3.08659,1.615397,12803461.0
1998-10-29,3.07185,3.23392,3.04238,3.23392,1.692504,8429845.0
1998-10-30,3.23392,3.68327,3.22655,3.49175,1.8274419999999998,30222937.0
1998-11-02,3.60225,3.7495800000000004,3.2633799999999997,3.3444199999999995,1.7503349999999998,31572928.0
1998-11-03,3.31495,3.3665199999999995,3.17498,3.3444199999999995,1.7503349999999998,9965640.0
1998-11-04,3.24865,3.3444199999999995,3.22655,3.30021,1.727198,9260379.0
1998-11-05,3.37388,3.49175,3.3665199999999995,3.4180800000000002,1.788886,9896038.0
1998-11-06,3.52121,3.60225,3.46965,3.60225,1.885273,9376134.0
1998-11-09,3.68327,3.7495800000000004,3.5727800000000003,3.72011,1.946957,9352615.0
1998-11-10,3.64645,3.69064,3.42545,3.4622800000000002,1.8120189999999998,9937606.0
1998-11-11,3.5506800000000003,3.9337400000000002,3.5285800000000003,3.9337400000000002,2.0587619999999998,25215654.0
1998-11-12,4.0368699999999995,4.1179,3.7716800000000004,3.86744,2.024063,18119240.0
1998-11-13,3.83061,3.8969099999999997,3.75694,3.82324,2.000931,6928368.0
1998-11-16,3.8821800000000004,3.9042800000000004,3.77904,3.80114,1.989365,3936663.0
1998-11-17,3.7937800000000004,3.7937800000000004,3.68327,3.71274,1.9430990000000001,6448713.0
1998-11-18,3.7274800000000003,3.74221,3.60961,3.66854,1.9199669999999998,6918807.0
1998-11-19,3.68327,3.83797,3.68327,3.80114,1.989365,6384704.0
1998-11-20,3.8527099999999996,4.0147699999999995,3.84534,3.9853099999999997,2.085752,9912547.0
1998-11-23,4.04424,4.11054,4.02951,4.08844,2.139726,6207962.0
1998-11-24,4.198930000000001,4.2063,4.0589699999999995,4.1252699999999995,2.159001,8708992.0
1998-11-25,4.13264,4.2726,4.13264,4.221030000000001,2.209118,10768417.0
1998-11-26,4.198930000000001,4.33153,4.198930000000001,4.2505,2.224541,6472897.0
1998-11-27,4.23577,4.26524,4.1621,4.2505,2.224541,3648250.0
